brand,year,selling_price,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded
Hyundai,2011,220000,58000,4,0,1,2
Hyundai,2013,325000,78000,1,0,1,2
Tata,2018,450000,45000,4,1,1,0
Ford,2017,825000,35000,1,1,1,0
Hyundai,2007,125000,76000,4,0,1,4
Mahindra,2015,434999,100000,1,1,1,4
Mahindra,2011,484999,99000,1,1,1,2
Maruti,2009,175000,80000,1,1,1,4
Honda,2006,220000,120000,4,1,1,4
Honda,2020,1250000,1100,4,0,1,0
Maruti,2017,215000,34000,4,0,1,0
Mahindra,2014,625000,68000,1,0,1,0
Ford,2018,615000,15000,1,1,1,0
Chevrolet,2012,130000,58000,1,0,1,0
Tata,2013,175000,50300,1,1,1,0
Tata,2011,150000,70000,1,1,1,2
Tata,2011,195000,60000,1,1,1,4
Maruti,2020,550000,90000,1,1,1,0
Isuzu,2018,1500000,40000,1,1,1,0
Skoda,2010,400000,80000,4,1,1,2
Nissan,2019,1350000,15000,1,1,1,0
Maruti,2015,217000,45000,4,1,1,0
Maruti,2011,290000,130000,1,1,1,2
Mahindra,2018,700000,80000,1,1,1,0
Maruti,2014,175000,40000,4,1,1,0
Volkswagen,2017,575000,80000,1,1,1,0
Maruti,2016,380000,100000,1,1,1,2
Mahindra,2013,350000,151624,1,1,1,2
Renault,2012,450000,160000,1,1,1,0
Hyundai,2005,130000,110000,0,1,1,2
Maruti,2015,320000,74820,1,1,1,0
Mahindra,2014,550000,82000,1,1,1,0
Maruti,2015,370000,50000,4,1,1,2
Chevrolet,2010,114999,70000,4,1,1,2
Ford,2020,1100000,1000,4,1,1,0
Hyundai,2006,170000,170000,1,1,1,0
Tata,2008,80000,150000,1,1,1,4
Ford,2019,950000,17000,1,1,1,0
Maruti,2014,425000,150000,1,1,1,0
Hyundai,2015,500000,80000,1,1,1,0
Hyundai,2005,70000,170000,4,1,1,4
Honda,2013,349000,120000,1,1,1,0
Hyundai,2012,330000,90000,4,1,1,4
Hyundai,2010,120000,90000,4,1,1,4
Hyundai,2013,430000,100000,1,1,1,2
Maruti,2014,390000,90000,1,1,1,0
Nissan,2012,225000,129000,1,1,1,0
Mahindra,2010,350000,186000,1,1,0,2
Tata,2009,100000,66778,1,1,1,0
Hyundai,2014,190000,50000,4,1,1,0
Hyundai,2014,315000,110000,1,1,1,2
Hyundai,2015,300000,60000,1,1,1,2
Renault,2016,280000,40000,4,1,1,0
Tata,2018,539000,10000,4,1,1,0
Maruti,2017,420000,50000,4,1,1,0
Maruti,2001,85000,70000,4,1,1,4
OpelCorsa,2004,142000,73000,4,1,1,1
Hyundai,2014,180000,76000,4,1,1,2
Chevrolet,2014,400000,120000,1,1,1,2
Mahindra,2009,360000,170000,1,1,0,4
Hyundai,2003,85000,110000,4,1,1,2
Honda,2016,350000,63400,4,1,1,0
Datsun,2015,380000,25000,4,1,1,0
Hyundai,2009,140000,80000,4,1,1,4
Maruti,2012,200000,90000,4,1,1,0
Hyundai,2011,150000,157000,4,1,1,0
Mahindra,2007,300000,100000,1,1,1,2
Renault,2017,280000,50000,4,1,1,0
Maruti,2011,200000,40000,4,1,1,0
Chevrolet,2009,110000,38500,4,1,1,2
Hyundai,2008,140000,103921,4,1,1,2
Honda,2018,1150000,14825,4,0,1,0
Honda,2016,910000,43377,1,0,1,0
Ford,2010,160000,102307,1,0,1,0
Maruti,2004,105000,79000,4,1,1,2
Maruti,2004,70000,90000,4,1,1,1
Chevrolet,2012,160000,110000,1,1,1,0
Chevrolet,2013,225000,80000,1,1,1,0
Honda,2002,145000,100000,4,1,1,0
Ford,2018,930000,20000,1,1,1,0
Hyundai,2008,110000,154000,1,1,1,4
Renault,2017,650000,40000,1,1,1,0
Maruti,2019,550000,51000,4,1,1,0
Maruti,2008,85000,120000,4,1,1,2
Toyota,2016,509999,35000,4,1,1,0
Maruti,2017,650000,70000,1,1,1,0
Chevrolet,2011,140000,60000,4,1,1,2
Maruti,2011,150000,70000,4,1,1,0
Datsun,2018,450000,10000,4,1,1,2
Hyundai,2006,170000,245244,1,1,1,1
Renault,2017,400000,60000,4,1,1,0
Tata,2016,300000,30000,4,1,1,0
Maruti,2012,250000,8000,4,1,1,0
Tata,2019,500000,10000,4,1,1,0
Hyundai,2002,85000,100000,1,1,1,4
Nissan,2012,300000,110000,1,1,1,0
Mahindra,2015,740000,45000,1,0,0,0
Hyundai,2005,70000,68500,4,0,1,0
Hyundai,2019,484999,5007,4,0,0,0
Nissan,2013,164000,30000,4,1,1,0
Honda,2008,140000,70000,4,1,0,0
Mercedes-Benz,2011,999000,49600,1,0,0,0
Maruti,2005,56000,23000,4,1,1,2
BMW,2006,1050000,30000,1,0,0,0
Hyundai,2010,190000,38000,4,0,1,0
Audi,2018,3899000,22000,1,0,0,0
Hyundai,2011,235000,43100,4,0,1,0
Datsun,2017,350000,10171,4,0,1,0
Renault,2015,465000,41123,1,0,1,0
Toyota,2017,1900000,20118,4,0,0,0
Honda,2014,450000,40000,1,0,1,0
Volkswagen,2015,790000,52517,1,0,1,0
Mahindra,2019,900000,20000,1,1,1,0
Ford,2014,450000,99117,1,0,1,0
Chevrolet,2009,135000,90000,4,1,1,0
Maruti,2019,425000,3700,4,1,1,0
Tata,2010,100000,80000,1,1,1,0
Ford,2015,650000,100000,1,1,1,2
Tata,2011,90000,54000,1,1,1,0
Hyundai,2017,250000,19000,4,1,1,0
Maruti,2014,300000,120000,1,1,1,0
Maruti,2014,275000,30000,4,1,1,0
Honda,2017,600000,43500,4,1,1,0
Renault,2016,270000,60000,4,1,1,2
Renault,2016,350000,20000,4,1,1,0
Maruti,1998,65000,60000,4,0,1,4
Maruti,2015,650000,58000,1,1,1,0
Maruti,2014,350000,40000,4,0,1,0
Maruti,2005,75000,70000,4,1,1,2
Hyundai,2012,440000,70000,1,0,1,0
Hyundai,2013,270000,60000,4,1,1,0
Toyota,2014,1150000,135000,1,0,1,0
Maruti,2015,238000,70000,4,0,1,0
Mercedes-Benz,2013,1100000,40000,4,1,0,2
Mahindra,2015,1200000,75000,1,0,1,2
Skoda,2010,260000,150000,1,1,1,0
Toyota,2012,350000,140000,1,1,1,4
Toyota,2015,480000,70000,1,1,1,0
Toyota,2012,345000,137250,1,1,1,2
Mahindra,2013,500000,110000,1,1,1,2
Hyundai,2017,595000,27000,4,0,1,0
Hyundai,2019,1295000,9000,1,0,1,0
Volkswagen,2019,1350000,5400,1,0,1,3
Renault,2020,541000,1000,4,0,1,3
Hyundai,2018,515000,16000,4,0,1,0
Ford,2019,894999,13000,1,0,1,3
Renault,2012,325000,47000,1,0,1,0
Maruti,2018,925000,22000,4,1,1,0
Nissan,2017,844999,30000,4,1,1,0
Maruti,2018,925000,20000,4,1,1,0
Tata,2013,300000,60000,1,1,1,0
Toyota,2008,650000,75000,4,1,1,2
Maruti,2010,175000,64000,4,0,1,0
Maruti,2015,325000,80000,1,1,1,0
Renault,2017,600000,90000,1,1,1,0
Maruti,2018,700000,30000,4,1,1,0
Toyota,2003,95000,120000,4,1,0,2
Maruti,2019,490000,20000,4,0,1,0
Tata,2013,380000,100000,1,1,1,0
Hyundai,2018,550000,31000,4,0,1,0
Maruti,2013,225000,47000,4,0,1,0
Tata,2018,570000,11200,4,1,1,0
Maruti,2018,305000,35000,4,0,1,0
Maruti,2010,240000,50000,3,0,1,0
Maruti,2015,700000,55000,1,0,1,0
Maruti,2018,288000,20000,4,0,1,0
Mahindra,2017,800000,75000,1,0,1,0
Maruti,2017,430000,93000,4,0,1,0
Chevrolet,2009,195000,57000,1,0,1,2
Maruti,2014,325000,30000,4,0,1,0
Renault,2013,450000,73000,1,0,1,0
Maruti,2016,630000,65000,1,0,1,0
Maruti,2009,250000,62000,4,0,1,2
Hyundai,2007,135000,85000,4,0,1,0
Chevrolet,2010,110000,73000,4,1,1,0
Maruti,2012,350000,55000,1,0,1,0
Maruti,2016,240000,5800,4,1,1,2
Toyota,2009,350000,350000,1,1,1,0
Maruti,2018,600000,30000,4,1,1,0
Maruti,2018,750000,20000,1,1,1,0
Hyundai,2018,270000,20000,4,1,1,0
Maruti,2007,90000,100000,4,1,1,2
Maruti,2013,350000,65000,4,1,1,0
Ford,2013,285000,90000,1,1,1,2
Toyota,2011,665000,267000,1,1,1,2
Mahindra,2005,175000,250000,1,1,1,2
Mahindra,2011,350000,140000,1,1,1,2
Honda,2018,1225000,22000,4,0,0,0
Honda,2010,285000,60000,4,0,1,2
Honda,2018,1000000,28635,4,0,1,0
Honda,2018,780000,32114,1,0,1,0
Maruti,2014,300000,82000,4,0,1,2
Maruti,2006,160000,95149,4,0,1,2
Honda,2018,625000,68458,4,0,1,0
Maruti,2010,265000,42000,4,1,1,0
Honda,2014,515000,90000,1,1,1,2
Hyundai,2016,650000,100000,1,1,1,0
Mahindra,2017,650000,80000,1,1,1,0
Hyundai,2010,150000,105546,4,1,1,0
Toyota,2018,500000,10000,4,1,1,0
Toyota,2012,1000000,80000,1,1,1,2
Hyundai,2013,340000,35000,4,1,1,0
Toyota,2013,1010000,120000,1,1,1,0
Toyota,2011,350000,120000,1,1,1,4
Maruti,2016,595000,70000,1,1,1,0
Mahindra,2014,700000,130000,1,1,1,4
Renault,2019,265000,40000,4,1,1,0
Maruti,2015,320000,60000,4,1,1,2
Honda,2011,310000,110000,4,1,1,0
Honda,2014,700000,130000,1,1,1,0
Maruti,2009,130000,80000,4,1,1,2
Maruti,2009,150000,120000,1,1,1,2
Honda,2015,300000,104000,1,1,1,2
Maruti,2011,150000,100000,4,1,1,2
Honda,2003,120000,132343,4,1,1,2
Hyundai,2016,950000,90000,1,1,1,2
Maruti,2007,100000,60000,4,1,1,2
Honda,2015,450000,76000,1,1,1,0
Maruti,2004,30000,60000,4,1,1,4
Mahindra,2009,200000,30000,4,1,1,2
Tata,2010,250000,96000,1,1,1,2
Maruti,2015,280000,26134,4,0,1,0
Maruti,2011,260000,52895,1,0,1,0
Hyundai,2013,550000,42324,1,0,1,2
Mahindra,2016,1044999,65000,1,0,1,0
Mahindra,2012,550000,60236,1,0,1,0
Maruti,2014,210000,70000,4,1,1,2
Maruti,2014,210000,70000,4,1,1,4
Mahindra,2009,290000,100000,1,1,1,2
Fiat,2008,250999,110000,1,1,1,0
Renault,2019,600000,10300,4,1,1,0
Fiat,2014,270000,120000,1,1,1,2
Tata,2012,550000,142000,1,1,1,0
Mahindra,2017,800000,25000,1,1,1,0
Tata,2020,500000,5000,4,1,1,0
Hyundai,2016,396000,28643,4,0,1,0
Honda,2014,600000,50000,1,1,1,0
Maruti,2019,575000,30000,4,0,1,0
Hyundai,2020,520000,5000,4,1,1,0
Mahindra,2018,1400000,30000,1,1,0,0
Maruti,2018,600000,7600,4,1,0,0
Chevrolet,2013,195000,47253,1,0,1,0
Maruti,2015,281000,4432,4,0,0,2
Tata,2010,75000,110000,4,1,1,2
Hyundai,2014,400000,25000,4,1,1,0
Tata,2009,93000,70000,1,1,1,2
Hyundai,2016,560000,68523,4,0,1,0
Hyundai,2019,400000,5000,4,1,1,0
Tata,2018,459999,40000,4,1,1,0
Hyundai,2017,450000,43000,1,1,1,0
Maruti,2010,88000,80251,0,0,1,2
Hyundai,2010,250000,34500,4,1,1,2
Ford,2000,22000,42743,4,0,1,4
Chevrolet,2013,130000,93900,1,1,1,2
Maruti,2004,79000,80000,4,1,1,0
Chevrolet,2012,120000,110000,1,1,1,0
BMW,2011,1700000,100000,1,1,0,2
Chevrolet,2012,300000,25000,1,1,1,0
Maruti,2009,145000,25000,4,1,1,0
Ford,2019,3200000,20000,1,1,0,0
Chevrolet,2013,240000,10000,4,1,1,0
Honda,2018,700000,30000,1,1,1,0
Hyundai,2010,145000,110000,4,1,1,2
Maruti,2014,535000,80000,1,1,1,2
Mahindra,2016,420000,21000,4,1,1,0
Maruti,2016,350000,20000,4,1,1,0
Maruti,2015,550000,32000,1,1,1,0
Mitsubishi,2007,750000,180000,1,1,1,0
Tata,2012,198000,70000,1,1,1,2
Hyundai,2013,420000,50000,1,1,1,0
Ford,2004,195000,120000,1,1,1,0
Hyundai,2012,150000,55766,4,1,1,2
Nissan,2011,275000,40000,4,1,1,2
Maruti,2001,65000,60000,4,1,1,4
Maruti,2008,200000,50000,4,1,1,0
Maruti,2010,250000,110000,1,1,1,2
Tata,2013,182000,100000,1,1,1,0
Maruti,2001,85000,86000,4,1,1,2
Maruti,2013,400000,50000,1,1,1,0
Maruti,2017,650000,20000,1,1,1,0
Hyundai,2010,400000,50000,4,1,1,0
Tata,2012,295000,80000,1,1,1,2
Maruti,2006,60000,135000,3,1,1,1
Maruti,2003,110000,120000,1,1,1,4
Fiat,2015,550000,113600,1,1,1,0
Hyundai,2008,190000,70000,4,1,1,4
Ford,2018,861999,20000,1,0,1,0
Ford,2018,782000,14000,4,0,1,0
Ford,2018,836000,26000,1,0,1,0
Honda,2016,696000,138925,4,0,1,0
Honda,2016,596000,121764,1,0,1,0
Honda,2016,612000,105429,4,0,1,0
Maruti,2015,114999,35000,4,1,1,0
Tata,2017,340000,60000,1,1,1,0
Maruti,2020,550000,5000,4,1,1,0
Chevrolet,2008,114999,70000,4,1,1,4
Maruti,2000,105000,80000,4,1,1,0
Maruti,2019,890000,20000,1,1,1,0
Tata,2019,715000,8000,4,1,1,0
Hyundai,2014,525000,54000,4,0,1,2
Hyundai,2014,475000,23122,4,0,1,2
Chevrolet,2012,349000,44500,1,0,1,2
Volkswagen,2017,825000,13599,4,0,0,0
Mahindra,2014,550000,100000,1,1,1,2
Maruti,2006,95000,110000,4,1,1,4
Toyota,2014,725000,90000,1,1,1,2
Tata,2019,670000,17000,4,1,1,0
Maruti,2008,65000,140000,4,1,1,0
Mahindra,2015,500000,50000,1,1,1,2
Mahindra,2017,600000,53000,4,1,1,0
Maruti,2017,350000,70000,4,1,1,2
Chevrolet,2012,200000,70000,1,1,1,2
Hyundai,2012,150000,80000,4,1,1,0
Maruti,2003,75000,110000,1,1,1,2
Honda,2013,350000,90000,1,1,1,2
Toyota,2018,1700000,15000,1,1,1,0
BMW,2011,890000,86000,1,1,0,2
Mahindra,2014,500000,120000,1,1,1,0
Hyundai,2019,600000,5200,4,1,1,0
Chevrolet,2010,99000,60000,4,1,1,2
Hyundai,2011,235000,46000,4,1,1,0
Tata,2006,75000,40000,4,1,1,2
Honda,2014,600000,90000,1,1,1,2
Hyundai,2019,1000000,25000,1,1,1,2
Hyundai,2012,390000,90000,1,1,1,0
Volkswagen,2015,600000,70000,1,1,1,0
Hyundai,2017,600000,70000,4,1,1,2
Hyundai,2019,730000,35000,1,1,1,2
Hyundai,2017,450000,12700,4,1,0,0
Maruti,2011,250000,80000,1,1,1,0
Mahindra,2018,1400000,20000,1,1,1,0
Renault,2018,300000,20000,4,1,1,0
Ford,2017,800000,19000,4,1,1,0
Fiat,2009,125000,95000,1,1,1,2
Volkswagen,2012,295000,90000,1,1,1,0
Ford,2013,650000,45839,4,0,1,0
Chevrolet,2010,200000,74510,4,0,1,0
Chevrolet,2009,130000,87293,4,0,1,0
Ford,2012,250000,156040,1,0,1,0
Ford,2004,400000,93415,1,0,1,0
Ford,2017,430000,101159,4,0,1,0
Hyundai,2015,170000,80000,4,1,1,2
Tata,2019,450000,12000,4,1,1,0
Maruti,2013,350000,90000,4,1,1,0
Chevrolet,2011,130000,68519,4,0,1,0
Chevrolet,2012,180000,55130,1,0,1,0
Ford,2014,475000,65239,4,0,1,0
Volkswagen,2015,470000,58182,4,0,1,0
Ford,2012,200000,91245,1,0,1,0
Mahindra,2013,650000,102989,1,0,1,0
Honda,2010,400000,50000,4,1,1,0
Maruti,2000,100000,120000,4,1,1,0
Maruti,2014,409999,90000,1,1,1,0
Maruti,2018,640000,25000,1,1,1,0
Maruti,2007,160000,80000,4,1,1,2
Maruti,2018,750000,70000,1,1,1,0
Mahindra,2002,150000,50000,1,1,1,4
Maruti,2008,80000,100000,4,1,1,2
Maruti,2016,240000,90000,1,1,1,4
Maruti,2005,60000,60000,4,1,1,4
Maruti,2007,70000,120000,4,1,1,4
Volkswagen,2008,285000,90000,1,1,0,2
Maruti,2015,350000,60000,1,1,1,2
Hyundai,2015,699000,30000,1,1,1,2
Ford,2011,275000,108000,1,1,1,2
Hyundai,2012,350000,160000,1,1,1,2
Maruti,2006,135000,90000,4,1,1,4
Mahindra,2010,325000,120000,1,1,1,4
Mahindra,2012,650000,102000,1,1,1,2
Mahindra,2009,300000,178000,1,1,1,2
Toyota,2014,1200000,200000,1,1,1,2
Ford,2012,450000,60000,4,0,1,0
Tata,2019,425000,3000,4,1,1,0
Maruti,2006,150000,75118,4,1,1,2
Maruti,2013,290000,140000,1,1,1,2
Hyundai,2014,335000,60000,4,1,1,2
Chevrolet,2006,120000,79000,4,0,1,1
Ford,2005,20000,25000,4,1,1,2
Tata,2012,220000,70000,1,1,1,2
Ford,2005,61000,4637,4,1,1,2
Maruti,2016,620000,70000,1,1,1,0
Maruti,2014,425000,100000,1,1,1,2
Tata,2009,85000,120000,1,1,1,2
Maruti,2015,270000,40000,1,1,1,2
Maruti,2009,180000,220000,1,1,1,0
Mahindra,2017,450000,30000,4,1,1,0
Tata,2012,450000,42655,1,1,1,0
Renault,2017,250000,43000,4,1,1,2
Toyota,2012,725000,70000,1,1,1,0
Hyundai,2010,250000,55000,4,1,1,0
Fiat,2010,99000,80000,1,1,1,2
Renault,2017,350000,55000,4,1,1,0
Hyundai,2018,511000,70000,4,1,1,0
Maruti,2012,300000,80000,1,1,1,0
Audi,2010,1100000,110000,4,1,0,0
Hyundai,2010,125000,60000,4,1,1,4
Tata,2018,500000,30000,4,1,1,0
Renault,2013,385000,80000,1,1,1,2
Skoda,2012,350000,90000,4,1,1,0
Maruti,2003,60000,50000,4,1,1,0
Hyundai,2012,300000,50000,4,1,1,0
Hyundai,2012,400000,70000,1,1,1,0
Ford,2014,550000,110000,1,1,1,0
Nissan,2012,300000,80000,4,1,1,2
Maruti,2012,250000,156000,1,1,1,0
Toyota,2012,800000,180000,1,1,1,0
Maruti,2018,300000,25000,4,1,1,0
Maruti,2004,80000,120000,4,1,1,0
Mahindra,2020,1200000,11000,1,1,1,0
Renault,2017,355000,40000,4,1,0,0
Maruti,2015,520000,50000,1,1,1,0
Hyundai,2012,500000,26000,1,1,1,0
Maruti,2008,114999,30000,4,1,1,0
Toyota,2014,1800000,50000,1,1,1,0
Mahindra,2018,800000,20000,1,1,1,0
Maruti,2008,105000,30000,4,1,1,2
Maruti,2011,135000,78000,4,1,1,0
Maruti,2011,170000,40000,4,1,1,2
Hyundai,2014,550000,100000,4,1,1,0
Honda,2009,250000,70000,4,1,1,4
Hyundai,2014,650000,30000,1,1,1,2
Honda,2008,210000,77000,4,1,0,4
Volkswagen,2011,260000,150000,1,1,1,0
Maruti,2016,750000,69000,1,1,1,0
Toyota,2016,1350000,120000,1,1,0,0
Maruti,2012,220000,120000,1,1,1,2
Hyundai,2008,110000,110000,4,1,1,2
Mahindra,2017,1230000,70000,1,1,0,0
Mahindra,2013,220000,110000,1,1,1,0
Tata,2009,130000,50000,1,1,1,0
Hyundai,2012,330000,44000,4,1,1,0
Honda,2010,254999,90000,4,1,1,2
Hyundai,2014,600000,50000,4,1,1,2
Hyundai,2012,210000,50000,4,1,1,0
Chevrolet,2014,300000,146000,1,1,1,0
Tata,2018,426000,15000,4,1,0,0
Maruti,2015,265000,60000,4,1,1,0
Hyundai,2016,450000,35000,4,1,1,2
Hyundai,2012,480000,80000,1,1,1,0
Tata,2010,40000,90000,4,1,1,0
Honda,2011,395000,70000,4,1,1,2
Maruti,2013,229999,62000,4,1,1,2
Ford,2018,875000,10000,4,1,0,0
Maruti,2010,170000,80000,0,1,1,1
Hyundai,2015,500000,35000,4,1,1,2
Maruti,2019,450000,40000,4,1,1,0
Maruti,2012,550000,120000,1,1,1,4
Tata,2013,200000,60000,4,1,1,0
Tata,2008,80000,90000,4,1,1,2
Tata,2010,300000,250000,1,1,1,2
Ford,2019,675000,15000,1,1,1,0
Maruti,2017,260000,30000,4,1,1,0
Maruti,2001,70000,117000,4,1,1,2
Maruti,2004,100000,70000,4,1,1,0
Toyota,2012,730000,110000,1,1,1,2
Nissan,2016,525000,100000,1,1,1,2
Nissan,2016,525000,105000,1,1,1,2
Toyota,2009,550000,182000,1,1,1,4
Toyota,2012,420000,95000,1,1,1,2
Honda,2015,500000,70000,4,1,1,0
Maruti,2009,165000,76000,4,1,1,2
Hyundai,2014,650000,70000,1,1,1,2
Chevrolet,2013,195000,46000,1,1,1,0
Maruti,1999,75000,70000,4,1,1,0
Maruti,2006,90000,90000,4,1,1,0
Hyundai,2016,515000,50000,1,1,1,0
Honda,2017,700000,24585,1,0,1,3
Maruti,2001,62000,70000,4,1,1,0
Toyota,2011,220000,110000,1,1,1,4
Hyundai,2019,520000,10000,0,1,1,0
Fiat,2010,170000,100000,4,1,1,0
Ford,2011,190000,110000,1,1,1,2
Ford,2011,150000,100000,1,1,1,2
Maruti,2009,125000,65000,4,1,1,0
Honda,2015,290000,40000,1,1,1,4
Maruti,2019,490000,13900,4,1,1,0
Tata,2017,434999,17563,4,1,1,0
Tata,2016,380000,15000,4,1,1,0
Volkswagen,2012,200000,82000,1,1,1,2
Ford,2016,495000,40000,1,1,1,0
Toyota,2014,894999,173000,1,1,1,4
Mahindra,2014,600000,151000,1,1,1,2
Honda,2015,300000,50000,4,1,1,0
Honda,2017,430000,15000,4,1,1,0
Honda,2017,370000,80000,1,1,1,0
Maruti,2019,750000,11000,4,1,1,0
Maruti,2016,300000,50000,0,1,1,0
BMW,2012,700000,120000,1,1,0,2
Maruti,2007,100000,70000,3,1,1,4
Hyundai,2015,300000,90000,4,1,1,0
Tata,2012,130000,185000,1,1,1,2
Hyundai,2016,650000,40000,1,1,1,0
Maruti,2017,509999,25000,1,1,1,0
Toyota,2013,1000000,117780,1,1,1,2
Hyundai,2010,280000,120000,1,1,1,2
Maruti,2017,600000,120000,1,1,1,0
Skoda,2013,210000,120000,1,1,1,4
Audi,2014,1150000,110000,1,1,0,2
Hyundai,2018,245000,30000,4,1,1,0
Hyundai,2016,375000,25000,4,1,1,0
Mahindra,2015,150000,55000,1,1,1,2
Mahindra,2018,1450000,20000,1,1,1,0
Maruti,2014,500000,100000,1,1,1,2
Maruti,2007,75000,40000,4,1,1,2
Hyundai,2006,225000,80000,4,1,0,4
Hyundai,2006,275000,80000,4,1,0,1
Mahindra,2018,620000,35000,1,1,1,0
Nissan,2010,600000,110000,1,1,1,2
Mahindra,2011,275000,160000,1,1,1,0
Tata,2013,125000,125000,1,1,1,0
Tata,2011,80000,62000,4,1,1,2
Nissan,2011,199000,120000,1,1,1,2
Nissan,2016,440000,33000,4,1,1,2
Maruti,2013,250000,80000,1,1,1,1
Hyundai,2017,700000,35000,1,1,1,0
Hyundai,2015,450000,50000,1,1,1,0
Maruti,2019,240000,5000,4,1,1,0
Ford,2016,650000,81595,1,0,1,0
Hyundai,2005,71000,22000,4,1,1,0
Maruti,2015,400000,40000,4,1,1,0
Maruti,2008,130000,40000,4,1,1,2
Mahindra,2013,300000,70000,1,1,1,2
Nissan,2019,1100000,4000,1,1,1,0
BMW,2015,2200000,24000,1,1,0,0
Honda,2018,800000,13500,4,0,1,0
Maruti,2013,490000,40000,1,1,1,0
Honda,2018,836000,9700,4,0,1,0
Volkswagen,2012,375000,62000,4,1,1,2
Honda,2016,1249000,24000,1,0,1,0
Honda,2019,1240000,13000,1,0,1,0
Tata,2009,35000,50000,4,1,1,4
Honda,2017,1068000,36000,4,0,1,0
Honda,2017,1189000,40000,1,0,1,0
Hyundai,2018,700000,27000,4,1,1,0
Maruti,2016,350000,40000,4,1,1,0
Hyundai,2009,254999,80000,4,1,1,2
Mahindra,2005,229999,221000,1,1,1,4
Hyundai,2016,750000,80000,1,1,1,0
Maruti,2012,325000,119000,1,1,1,2
Toyota,2009,760000,190000,1,1,1,2
Maruti,2017,509999,25000,4,1,0,0
Nissan,2013,363000,28740,4,1,1,0
Maruti,2010,229999,48500,4,1,1,0
Nissan,2012,290000,110000,4,1,1,2
Maruti,2018,550000,30000,4,1,1,0
Tata,2011,125000,120000,1,1,1,2
Volvo,2014,2000000,130000,1,1,0,0
Toyota,2008,350000,140000,1,1,1,2
Hyundai,2011,390000,90000,1,1,1,0
Maruti,2015,220000,45000,4,1,1,0
Hyundai,2005,140000,80000,4,1,1,4
Maruti,2018,370000,15000,4,1,0,0
Maruti,2019,650000,20000,1,1,1,0
Maruti,2017,280000,37000,4,1,1,0
Maruti,2016,540000,80000,1,1,1,0
Ambassador,2002,50000,120000,1,1,1,1
Maruti,2018,800000,20000,4,1,1,0
Ford,2016,515000,25000,1,1,1,0
Hyundai,2010,220000,96000,4,1,1,4
Chevrolet,2013,165000,53000,4,0,1,0
Fiat,2010,221000,65000,1,0,1,0
Chevrolet,2015,245000,43000,4,0,1,0
Ford,2012,260000,42000,4,0,1,0
Skoda,2011,550000,73000,1,0,0,0
Hyundai,2015,434999,29000,4,0,1,0
Tata,2013,450000,95000,1,0,1,0
Chevrolet,2014,290000,25000,4,1,1,0
Volkswagen,2011,305000,53000,4,0,1,2
Ford,2011,265000,20000,4,0,1,0
Honda,2014,325000,57000,4,0,1,0
Chevrolet,2014,550000,52000,1,0,1,0
Maruti,2008,105000,40000,4,1,1,0
Honda,2012,275000,47000,4,0,1,0
Honda,2012,434999,47000,4,0,1,2
Hyundai,2016,690000,73000,1,0,1,0
Honda,2012,249000,42000,4,0,1,2
Hyundai,2012,204999,60000,4,0,1,4
Maruti,2015,190000,120000,4,1,1,0
Maruti,2012,150000,50000,4,1,1,0
Maruti,1999,70000,70000,4,1,1,1
Mahindra,2018,900000,25000,1,1,1,0
Maruti,2019,950000,11000,4,1,0,0
Maruti,2013,475000,80000,4,1,1,0
Maruti,1998,55000,80000,4,1,1,1
Ford,2013,450000,75000,1,1,1,2
BMW,2009,1200000,45000,1,1,0,4
Honda,2014,350000,60000,1,1,1,2
Tata,2011,229999,160000,1,1,1,2
Hyundai,2015,821000,50000,4,1,1,0
Maruti,2014,200000,80000,4,1,1,2
Mahindra,2017,1000000,60000,1,1,1,2
Maruti,2016,220000,60000,4,1,1,2
Ford,2015,459999,148620,1,0,1,0
Maruti,2012,310000,70000,1,1,1,2
Hyundai,2018,815000,42000,1,1,1,0
Hyundai,2017,1200000,40000,1,1,1,0
Chevrolet,2011,170000,150000,1,1,1,2
Maruti,2017,1000000,30000,1,1,1,0
Hyundai,2010,155000,90000,4,1,1,1
Mahindra,2017,400000,120000,1,1,1,0
Mahindra,2016,400000,80000,1,1,1,2
Tata,2010,250000,80000,1,1,1,2
Tata,2008,150000,50000,4,1,1,4
Hyundai,2002,80000,70000,4,1,1,2
Volkswagen,2014,325000,70000,1,1,0,0
Hyundai,2019,738000,8000,4,1,0,0
Tata,2012,150000,110000,1,1,1,0
Toyota,2007,440000,223000,1,1,1,1
Volkswagen,2011,280000,110000,1,1,1,0
Hyundai,2006,100000,120000,4,1,1,2
Maruti,2008,150000,100000,4,1,1,2
Maruti,2014,380000,100000,1,1,1,2
Maruti,2006,90000,60000,4,1,1,2
Mahindra,2008,300000,270000,1,1,1,4
Skoda,2011,275000,60000,1,1,1,2
Maruti,2009,180000,41090,4,1,1,0
Maruti,2012,225000,296823,1,1,1,0
Maruti,2014,200000,40000,4,1,1,0
Toyota,2011,500000,40000,4,1,1,2
Ford,2010,300000,70000,4,1,1,2
Hyundai,2015,765000,80000,1,1,1,2
Maruti,2017,650000,90000,1,1,1,0
Maruti,2017,380000,19000,4,1,1,0
Mahindra,1996,200000,60000,1,1,1,0
Maruti,2010,145000,68000,0,1,1,2
Maruti,2011,280000,120000,1,1,1,2
Maruti,2014,254999,30000,1,1,1,0
